video_id,title,channel_title,published_at,view_count,like_count,comment_count,activity,query
l632D9s_GFI,Ultimate Frisbee Tips: How to Throw an Air BOUNCE!! #ultimatefrisbee #tutorial,Kurt Gibson,2024-12-28T14:00:44Z,264453,5882,37,Double Disc Court,double disc court | ddc frisbee | escape frisbee
aI96onWMbkM,"DDC - Frisbee, Deutsche Meisterschaft 2025 Halbfinale 2",doubledisccourt.de,2025-10-10T13:00:02Z,48,2,0,Double Disc Court,double disc court | ddc frisbee | escape frisbee
RZZ9B0Zw06c,"JaSun Highlights, double disc court, DDC, Escape!! frisbee",Escape!! Frisbee,2025-01-23T23:12:05Z,55,4,0,Double Disc Court,double disc court | ddc frisbee | escape frisbee
1wgkP_8vQps,2023 US Nationals GUTS Frisbee Tournament | UP HARDWOOD vs Blame the Dog | elimination round,USA GUTS,2023-08-06T21:24:29Z,2770,17,5,Guts,guts frisbee
YYYsiAZGrhQ,Monte vs Whiskey Disc at the 2025 International Frisbee Tournament | IFT,USA GUTS,2025-07-12T18:45:52Z,278,3,0,Guts,guts frisbee
ky3cr6GPpe0,USA GUTS 60th Annual IFT Highlights,USA GUTS,2022-02-09T22:08:53Z,1198,6,1,Guts,guts frisbee
GTsWiGSq2rE,I&#39;m playing for Team USA at the World Guts Championships this year!,Scott Stokely,2025-06-21T13:38:31Z,10600,320,12,Guts,guts frisbee
A5hppPknL-c,Carter goes on an ACE RUN at GUTS international Frisbee Tournament | 2023,USA GUTS,2023-07-27T20:50:18Z,2978,43,7,Guts,guts frisbee
9p3tLLCYSbY,"Bop and Wolfpack fight to survive in the 2024 IFT GUTS frisbee, elimination round",USA GUTS,2024-07-07T17:49:20Z,1313,19,2,Guts,guts frisbee
VxQKQ2iBNwE,5 Unique Plays from 2019 USA Guts Nationals,USA GUTS,2021-08-16T22:20:12Z,665,9,0,Guts,guts frisbee
RYeGXWwwByM,Wolfpack vs SlippedDisc | 2024 US Nationals GUTS Frisbee championship | Game 1,USA GUTS,2024-11-05T17:51:17Z,285,9,0,Guts,guts frisbee
4QI4-tb_SxQ,"Grabbers vs Eighties | World GUTS Club Championship, Kashima Japan 🗾 ",USA GUTS,2025-09-06T02:42:45Z,294,5,1,Guts,guts frisbee
q7mx2gR6p6o,Pt. 12 - Guts Frisbee players call this &quot;bagging!&quot; I call it being emasculated!,Scott Stokely,2025-07-12T19:57:12Z,33445,157,11,Guts,guts frisbee
3aJZgBsRXww,USAGUTS | 2023 Wisconsin GUTS Championship Finals | BOP vs Monte Carlo game 1,USA GUTS,2023-06-25T14:11:45Z,6179,47,11,Guts,guts frisbee
JOC7X44DCxs,"Pt. 10 - In Guts Frisbee, Defense is half the game. You can catch clean or &quot;bobble&quot; with no &quot;traps.&quot;",Scott Stokely,2025-07-12T19:54:56Z,11863,94,5,Guts,guts frisbee
Vfo6PP_Ghac,2023 Wisconsin GUTS frisbee championships | day 1 of 2 | quick cuts 03 BOP vs Scotts Tots,USA GUTS,2023-06-11T04:03:33Z,224,4,0,Guts,guts frisbee
T0TqdQSQBpE,2023 Wisconsin GUTS frisbee championships | day 1 of 2 | quick cuts,USA GUTS,2023-06-11T00:36:59Z,220,3,2,Guts,guts frisbee
632MVcKyXZc,Guts frisbee Bag! #fyp #foryou #sports #frisbee #discgolf #gutsfrisbee #fun #entertainment,Lahti1,2025-03-03T16:38:44Z,667,6,0,Guts,guts frisbee
LlPoXTlf5EQ,2023 Wisconsin GUTS frisbee championships | day 1 of 2 | quick cuts 02,USA GUTS,2023-06-11T00:40:19Z,649,8,1,Guts,guts frisbee
KQ_cH5XtL0I,2023 US Nationals GUTS frisbee tournament | Finals game 1 | Wolfpack vs BOP,USA GUTS,2023-08-13T17:40:03Z,802,24,10,Guts,guts frisbee
G6UjkTI3F64,Hit in the FACE by a GUTS frisbee?,USA GUTS,2023-04-10T21:07:25Z,3922,57,2,Guts,guts frisbee
0CLHJWzEC8k,O&#39;Malley&#39;s Alley At the 2022 US Nationals #guts #frisbee #disc,USA GUTS,2022-08-06T17:53:13Z,3140,41,0,Guts,guts frisbee
kThZXt-ZzRs,2022 Wisconsin GUTS championship- Finals Game 2 (fast cut),USA GUTS,2022-06-13T07:26:27Z,371,3,1,Guts,guts frisbee
ZQwt7g9RayA,Whiskey Discs knocks out The Wolf Pack,USA GUTS,2022-09-05T18:03:29Z,343,11,0,Guts,guts frisbee
o8q7auLARMQ,INSANE catch by Pittsburgh’s Tristan Yarter! #highlights #frisbee,Ultiworld - Ultimate Frisbee,2024-11-10T21:22:57Z,138328286,2778770,9193,Guts,guts frisbee
zAdafGMuvJg,"2022 GUTS IFT, Finals,  game 1 of 3",USA GUTS,2022-07-17T03:13:30Z,320,5,0,Guts,guts frisbee
YVQgocdE6Aw,Pt. 4 - Final Practice day before IFT... Backhand Guts Frisbee throw,Scott Stokely,2025-07-12T02:45:13Z,24904,93,18,Guts,guts frisbee
rw-bSjHRwlg,Wolfpack vs SlippedDisc | 2024 US Nationals GUTS Frisbee championship | Game 2,USA GUTS,2025-01-03T04:17:58Z,678,12,0,Guts,guts frisbee
0CLHJWzEC8k,O&#39;Malley&#39;s Alley At the 2022 US Nationals #guts #frisbee #disc,USA GUTS,2022-08-06T17:53:13Z,3140,41,0,Flutter Guts,flutter guts frisbee
mp6WamWmG-4,"How to stomach vacuum, abdominal vacuum, or hypopressive breathing. #fitness #abs #shorts",Whealth,2023-09-11T17:41:50Z,997386,15070,178,Flutter Guts,flutter guts frisbee
gqlcINHEeXM,Toilet leaking through a canister style flapper. How to repair the toilet gasket. #shorts #plumbing,My Old Plumber,2022-12-14T16:07:59Z,188607,913,29,Flutter Guts,flutter guts frisbee
KwHhk-RLiyQ,Glute bridges 🔥 SAVE this tip for better glute connection. #shorts,LisaFiitt Workouts,2023-09-10T10:30:00Z,2166716,27987,45,Flutter Guts,flutter guts frisbee
IlFlzS8aheE,Insane Reason Why The Fastest Jets Have Small Wings 😨,Aviation Insider,2024-04-04T18:36:34Z,6951879,271658,1716,Flutter Guts,flutter guts frisbee
X_IGw8U_e38,How to do Glute Bridges with Perfect Form #shorts,WeShape,2022-06-21T13:00:27Z,1889424,75378,497,Flutter Guts,flutter guts frisbee
FOY7Iz3TJrU,Is your VAGUS NERVE Damaged? 7 WARNING SIGNS,Paige Pradko,2024-10-18T14:00:13Z,185601,3502,238,Flutter Guts,flutter guts frisbee
AV3vOCTz6gA,Kohler Toilet Fix in 24hrs 🚽🔧 | Canister Valve Replacement (K-3811) 🚽 Quick trailer for my latest,TGHammond Online,2025-03-24T15:52:55Z,21103,214,17,Flutter Guts,flutter guts frisbee
cCn0oNWtDLQ,BEST FIX For Tight/Painful Hip Flexors!,Squat University,2024-11-19T20:15:10Z,1300500,67596,368,Flutter Guts,flutter guts frisbee
h2pPvY6aSIY,Fix Pelvic Tilt &amp; Lower Belly Bulge with These Simple Exercises! #shorts #short,Fitness and Fitness,2025-06-13T14:35:43Z,403191,4634,69,Flutter Guts,flutter guts frisbee
fWtOeG7vQDQ,How To Tell When A Chevy Silverado Torque Converter is going bad,Also I'm Austin,2024-05-17T10:59:30Z,812989,6843,835,Flutter Guts,flutter guts frisbee
ZBi2AbGKgDg,WORST ABS Workout Mistake (AVOID AT ALL COST),NEXT Workout,2023-05-10T14:53:39Z,680891,29646,145,Flutter Guts,flutter guts frisbee
kHpkhOtTm7g,Why You Should Always Keep An Ax In your Attic 😮,Zack D. Films,2026-02-25T13:31:01Z,28161663,669529,12055,Flutter Guts,flutter guts frisbee
MzmpoVSLuis,Kohler Toilet Tips with Johnny! | Michael &amp; Son Tik Tok,Michael and Son Services,2021-06-10T19:00:05Z,214336,2835,61,Flutter Guts,flutter guts frisbee
nXvR7Ct0eGE,Propeller Effects. #aviation #propeller #pilot,flight-club,2023-04-09T13:20:30Z,1381910,73827,381,Flutter Guts,flutter guts frisbee
PRYx68m9NDM,The most absurd Pokemon in Pokemon Showdown...,Aacro X,2023-05-17T04:47:44Z,1260,36,8,Flutter Guts,flutter guts frisbee
HqthJn4e014,GUTS + SHIFT GEAR FACADE CYCLIZAR IS A NEXT LEVEL THREAT IN FRANTIC FUSIONS,DracoMenace,2025-03-07T12:30:21Z,5430,199,71,Flutter Guts,flutter guts frisbee
fhwRnWf8RFk,TOXIC BOOST + QUICK FEET + GUTS URSARING IS MANKIND&#39;S GREATEST COMBINATION IN POKEBILITIES AAA,DracoMenace,2026-03-21T12:30:58Z,3087,111,42,Flutter Guts,flutter guts frisbee
RfXDNQZ5n1M,GUTS + HUSTLE + NO GUARD SQWAKABILLY GETS 2.25x ATTACK IN POKEBILITIES AAA,DracoMenace,2026-03-17T12:30:45Z,3096,107,35,Flutter Guts,flutter guts frisbee
guQq95jBzpc,HAXORUS GETS A WHOPPING 182 ATTACK AND GUTS IN FRANTIC FUSIONS,DracoMenace,2025-03-17T12:30:49Z,6792,233,50,Flutter Guts,flutter guts frisbee
ygHqPgzyse4,Nissan failing cvt early symptoms #nissan #cvt #mechanic #automobile #transmission,Mechanic rayat,2025-09-06T02:58:33Z,113706,397,82,Flutter Guts,flutter guts frisbee
kF53XgQcuw4,FIRST IMPRESSION + GUTS HERACROSS IS TAKING CONVERGENCE BY A STORM,DracoMenace,2024-10-22T12:30:42Z,7892,240,116,Flutter Guts,flutter guts frisbee
GnO_eklIOgg,Audio Technica AT- LP70 the New Entry Level King? #vinylrecords #turntable,Skylabs Audio,2024-11-16T19:13:05Z,112493,3025,85,Flutter Guts,flutter guts frisbee
oB8xOTtmKxM,MY WHOLE TEAM IS MADE OF UNUSED TYPINGS | POKEMON SCARLET AND VIOLET,DracoMenace,2023-08-13T12:30:24Z,7543,236,105,Flutter Guts,flutter guts frisbee
MoY5UyxBCqg,Hamstring strength training with resistance bands #cricket #fastbowler#strength#workout,Aman banwa,2025-03-27T02:22:42Z,157191,NA,9,Flutter Guts,flutter guts frisbee
UA6FO-xzP44,How to Throw a Dodgebee with Forehand #dodgebee #challenge #toronto,Dodgebee_Toronto_Association,2025-05-05T00:12:50Z,2604,18,3,DodgeDisc,dodgedisc | dodgebee
txH_e0r98MA,Dodgebee catch and shoot 20221031 #dodgebee,邦導的天空,2023-10-23T04:00:24Z,12251,57,1,DodgeDisc,dodgedisc | dodgebee
OT7OQXjVQVE,this is dodgedisc!,DODGESTAR,2025-09-22T16:00:42Z,2317,8,0,DodgeDisc,dodgedisc | dodgebee
rTGvnEVZWHE,Introduction of Dodge Disc,Flying Disc Federation of Hong Kong China,2025-06-16T06:54:43Z,2785,31,2,DodgeDisc,dodgedisc | dodgebee
PL3WHPs9Qe8,Bravo dodgedisc!,DODGESTAR,2025-09-06T16:00:41Z,2111,12,0,DodgeDisc,dodgedisc | dodgebee
dvuSJRPtwHg,Toronto Dodgebee Association - Dodgebee introduction video,Dodgebee_Toronto_Association,2025-04-09T04:30:31Z,778,12,0,DodgeDisc,dodgedisc | dodgebee
LPb3HDn4Oh8,Here’s what Dodgebee brings you😂A lot of movement/ have fun/make friends/ exercise 🥏 #toronto,Dodgebee_Toronto_Association,2025-07-12T21:25:58Z,1658,22,0,DodgeDisc,dodgedisc | dodgebee
H640PMqGfS8,How to Throw a Dodgebee with Backhand #dodgebee #toronto #torontododgebee #sports #newsports,Dodgebee_Toronto_Association,2025-05-01T01:37:56Z,1894,11,1,DodgeDisc,dodgedisc | dodgebee
qqknetHcycc,🏆 2025 Hong Kong Dodgebee Championship | Open Division Highlights,赤薈體育會,2025-02-21T08:15:07Z,2197,52,1,DodgeDisc,dodgedisc | dodgebee
DyEh-mbLm4k,DODGEBEE. Un nuevo DEPORTE ALTERNATIVO nacido en Hong Kong,Antonio Méndez-Giménez,2025-02-21T11:52:33Z,5541,114,22,DodgeDisc,dodgedisc | dodgebee
JcH9J_rm49U,Dodgebee Bend over to catch 20221031 #dodgebee,邦導的天空,2023-11-03T04:00:15Z,3688,15,0,DodgeDisc,dodgedisc | dodgebee
QgV3-AbMsIY,Dodgebee one hand catch and shoot 20221031 #dodgebee,邦導的天空,2023-10-28T04:00:22Z,6517,33,0,DodgeDisc,dodgedisc | dodgebee
EiErcnM4rJw,Serious? This dodgedisc is so unruly!,DODGESTAR,2025-08-27T16:00:21Z,2133,4,0,DodgeDisc,dodgedisc | dodgebee
3zYElfkPdWY,Hong Kong Dodge Disc Age Group Tournament (U18 Division)  | 香港躲避盤分齡賽（十八歲以下組別） |  1Mar 2026  | 重製版,Flying Disc Federation of Hong Kong China,2026-03-03T05:02:28Z,3137,12,0,DodgeDisc,dodgedisc | dodgebee
k8OyHKIQ0P0,Dodgebee quick shooting 20221031 #dodgebee,邦導的天空,2023-10-29T04:00:19Z,2240,5,0,DodgeDisc,dodgedisc | dodgebee
BiYcT9nHyMI,Game Rule - Dodgebee Competition,Silvia Ng,2023-11-15T02:01:23Z,1268,8,0,DodgeDisc,dodgedisc | dodgebee
i5hGTRU0jcg,Dodgebee Shooting disc on the line 20221031 #dodgebee,邦導的天空,2023-10-25T04:00:17Z,2954,5,0,DodgeDisc,dodgedisc | dodgebee
X3ngiw8BM9w,2022 Hong Kong Dodgebee Competition,HK Sports Live - competition,2022-08-28T16:16:33Z,273,4,0,DodgeDisc,dodgedisc | dodgebee
F324HTQ2XFQ,Dodgebee Easy Catch 20221031 #dodgebee,邦導的天空,2023-11-04T04:00:06Z,60,0,0,DodgeDisc,dodgedisc | dodgebee
G691IAlbzdM,Dodgebee Guts at FFCA South High School,Frisbee Rob,2023-05-12T04:07:15Z,1095,4,1,DodgeDisc,dodgedisc | dodgebee
ZwXakaqhMDc,Dodgebee bend down to dodge 20221031 #dodgebee,邦導的天空,2023-11-02T04:00:16Z,7970,19,0,DodgeDisc,dodgedisc | dodgebee
fpK1B3AZNOI,Dodgebee Nice Steal 20221031 #dodgebee,邦導的天空,2023-11-12T04:00:17Z,135,0,0,DodgeDisc,dodgedisc | dodgebee
kgEOEDbfy4I,Hong Kong Dodge Disc League 2025 Week 5,Flying Disc Federation of Hong Kong China,2025-12-20T20:02:20Z,924,1,0,DodgeDisc,dodgedisc | dodgebee
PAHeEzdQGjU,Smile vs rookie dodgebee,Issac dodgebee,2025-12-26T14:43:03Z,212,0,0,DodgeDisc,dodgedisc | dodgebee
sEHiGSc_pCY,Dodgebee Nice Catch #14 20221031 #dodgebee,邦導的天空,2023-11-15T04:00:30Z,42,1,0,DodgeDisc,dodgedisc | dodgebee
d1aNEmbqA9E,Lobster Battle! Royal Soft vs Eternal Soft | Disc Golf Review,Disc Golf Deals USA,2025-09-03T20:00:35Z,822,36,25,Battle Royale,battle royale frisbee
1BedbpfJyk0,🔥NEW Battle Royale OFF the GRID 🔥 #offthegrid,TheTechnicianTV,2024-10-09T15:00:02Z,618796,10847,166,Battle Royale,battle royale frisbee
49X1SiV0i60,Why Dude Perfect Almost QUIT,Fist Bump,2023-06-06T16:00:04Z,19703325,1113468,1390,Battle Royale,battle royale frisbee
-UTtdlcSJxQ,How I CHEAT in Fortnite! 🤯,EvanFinity,2025-07-26T14:19:29Z,8476538,46480,291,Battle Royale,battle royale frisbee
gKYvnjiK2xs,Mark Rober vs. Preston Battle Royale- CrunchLabs Cup,CrunchLabs,2023-05-20T13:00:37Z,7889633,21526,423,Battle Royale,battle royale frisbee
xmDm8-nkxU8,Did Fortnite steal my song? #shorts,Your Favorite Martian,2022-11-22T23:11:30Z,39107998,1535973,1509,Battle Royale,battle royale frisbee
j5CMZQrx_zQ,The Smartest Fortnite Play of my Career,SypherPK,2025-08-21T20:00:24Z,4441001,50080,685,Battle Royale,battle royale frisbee
9BvqntWX1bQ,SHOULD FORTNITE STW SKINS BE AVAILABLE IN BR?! | #shorts,Its4G,2022-11-01T03:36:31Z,921322,34001,646,Battle Royale,battle royale frisbee
PyZY_HMbmLs,BATTLEFIELD 6 IS SO REALISTIC,Xenos,2025-08-27T14:18:26Z,3177238,25794,177,Battle Royale,battle royale frisbee
o7SFgrWl524,World&#39;s Largest Frisbee Launcher,CrunchLabs,2022-12-09T20:31:26Z,13253739,23219,246,Battle Royale,battle royale frisbee
hkt4TKvAbWQ,Can Ultimate Valkyrie without a disc beat Hasbro?,BlazingBlader,2023-06-14T14:57:50Z,1218965,9119,55,Battle Royale,battle royale frisbee
l9nTejkslMY,We Made the World’s Biggest Blaster!,Dude Perfect,2025-10-04T15:04:15Z,24194326,401448,816,Battle Royale,battle royale frisbee
7XCkP07kdqg,What Happened To This Fall Guy?,Stentric,2023-05-29T13:38:15Z,38447771,1240096,1984,Battle Royale,battle royale frisbee
xU3nLf8rbFg,The King Kong Collab in Fortnite was DISAPPOINTING.. Here&#39;s Why,Top5Gaming,2025-02-03T21:30:10Z,3917320,117109,145,Battle Royale,battle royale frisbee
Ik_fAR-lFSA,BATTLEFIELD 6 BATTLE ROYALE GAMEPLAY! (NO COMMENTARY),NoAnnoyingCommentary,2025-10-28T16:25:00Z,503536,7094,298,Battle Royale,battle royale frisbee
DQOSdxWgHP4,Remember?    #ps5 #gaming #fortnite #fortniteclips #cod #ps4 #ps3 #ps2 #fyp #fypシ゚viral #playstation,Jagel,2024-09-17T22:44:52Z,828384,NA,NA,Battle Royale,battle royale frisbee
YbipBKkRTvo,OLD VS NEW Fortnite Graphics 🤯,Palnite,2022-12-07T09:52:51Z,3437424,82379,9629,Battle Royale,battle royale frisbee
OzpJUPIuP4g,Can my Ultimate Mouse Run Fortnite??,Electo,2023-09-07T23:18:50Z,8770710,280543,1327,Battle Royale,battle royale frisbee
mEqmOSYovLw,Epic Frisbee Battle Royale,বুনোহাঁস ,2025-05-18T05:27:05Z,11,2,0,Battle Royale,battle royale frisbee
sAjYWMvES3E,Golmud Railway Breakthrough sucks big time #battlefield #battlefield6 battlefield season 3,Elron,2026-05-13T07:33:15Z,1440,10,5,Battle Royale,battle royale frisbee
tl17B4GSUKY,WARZONE 1 IN 2024?! #cod #mw3 #warzone1 #warzone #callofduty,SpectreXR_,2024-01-13T03:03:15Z,2173297,81831,815,Battle Royale,battle royale frisbee
Wp97n5XPN8A,People playing Modern Warfare 3 for the FIRST time... | #modernwarfare3 #callofduty #cod,LewisBlogsGaming,2024-10-20T09:00:26Z,4347050,91174,1197,Battle Royale,battle royale frisbee
2QyHHSrJEfs,I Challenged Prem to a Mythic RACE.. 😳,JCM,2026-05-12T20:00:01Z,10138,213,21,Battle Royale,battle royale frisbee
pypbX3qduRA,Every PS5 owner MUST do this! 😱,Ben Rowlands,2025-02-19T17:30:11Z,2612163,54390,276,Battle Royale,battle royale frisbee
vGHDpClMDjc,How to GET DIAMONDS in Hoplite Battle Royale,pyxistix,2024-06-18T03:34:16Z,21136,395,52,Battle Royale,battle royale frisbee
ly-_aG0RAI0,How To Play Kan Jam,Gather Together Games,2021-07-27T21:30:02Z,157737,605,44,Discflect / KanJam,kanjam | discflect
f7GihEbKRas,How to Play Kan Jam,KanJam,2022-02-23T19:52:06Z,71600,139,14,Discflect / KanJam,kanjam | discflect
a4bpxmqg-2M,Kan Jam Skills on Full Display,Dickinson College,2024-05-14T13:20:41Z,11233,76,2,Discflect / KanJam,kanjam | discflect
vAPO7WXq3Kc,KANJAM was an absolute BLAST on this Mother’s Day weekend!! #beach,JT3W,2024-05-12T19:09:27Z,5394,32,0,Discflect / KanJam,kanjam | discflect
yw3hCuk0efQ,Have you played Kan Jam?,Stadium Reviews,2022-12-07T20:11:14Z,14377,78,7,Discflect / KanJam,kanjam | discflect
NwB2zguYoco,"Let&#39;s play KAN JAM! | Overboard, Episode 34",Polygon,2022-07-13T14:45:01Z,63261,3072,245,Discflect / KanJam,kanjam | discflect
j2ryEoz78eY,2023 Discflect Challenge | FINALS,Gatekeeper Media,2024-08-24T23:21:13Z,953,7,2,Discflect / KanJam,kanjam | discflect
a6lEPSanVIw,Kan Jam Pack&#39;N Go,Megaform,2025-06-06T07:35:40Z,665,0,0,Discflect / KanJam,kanjam | discflect
a2Bv0mVo4uU,Slotting a KanJam with a Pterodactyl Claw trickshot!,Delposen Disc Golf,2023-05-05T17:35:59Z,4035,133,9,Discflect / KanJam,kanjam | discflect
SdQ0DQPJZxQ,Took a nasty forehand to the dome piece #comedy #kanjam #yardgames #outdoors #shorts,Matt Lyons,2024-10-09T02:53:55Z,13148,NA,8,Discflect / KanJam,kanjam | discflect
3IMgFHAiVFw,#KanJam Nick called game and almost nailed it ! 😂🚫🧢#july4th #backyard,Vito The Jeweler ,2023-07-06T09:56:28Z,11203,106,4,Discflect / KanJam,kanjam | discflect
w41JFPIgv1g,Setting Up KanJam For The First Time,The Chris Review,2025-08-01T13:01:58Z,986,3,0,Discflect / KanJam,kanjam | discflect
SD5naGJhkC0,Paddle Zlam is a great game! #spikeball #paddle #kanjam #yardgamesworld,George Rodriguez,2025-10-15T05:45:06Z,6725,11,0,Discflect / KanJam,kanjam | discflect
VG-RZuv1NA4,KanJam,Idema,2025-01-30T10:25:34Z,1012,2,0,Discflect / KanJam,kanjam | discflect
VrFC2WLIJ1M,Discflect introduction - Basic scoring,PDFA,2021-05-08T14:49:31Z,1739,11,2,Discflect / KanJam,kanjam | discflect
hzUt_SZtr9A,#KanJam in the backyard for July 4th ! Dre tossed one and I knocked it in for points ! 💪🏼,Vito The Jeweler ,2023-07-05T09:49:11Z,7076,38,0,Discflect / KanJam,kanjam | discflect
jzr6H--STGA,Kan JAM 💥👽 #shorts #discgolf #discgolfer #discgolfdaily #discgolfeveryday #frisbee,Jerry Menzie,2022-07-07T17:26:32Z,5081,52,4,Discflect / KanJam,kanjam | discflect
hKLuA5EvYwM,【神回】帰ってきたKANJAMで神プレイ連発して即勝利しました！！！,Fischer's-フィッシャーズ-,2024-02-02T11:00:08Z,2206739,26494,789,Discflect / KanJam,kanjam | discflect
n1_aHCMNNZI,The Perfect Fit? #shorts  #frisbee #kanjam,Gettin' Tricky,2025-04-04T05:18:54Z,1967,29,1,Discflect / KanJam,kanjam | discflect
nT8TU87AuMA,Kan Jam Illuminate Review,TailgatingChallenge,2021-06-20T21:29:18Z,12710,52,11,Discflect / KanJam,kanjam | discflect
-e74-O4radA,The Kan Jam Hammer Slot Shot!!!!,Perry,2021-07-27T16:07:32Z,10350,228,7,Discflect / KanJam,kanjam | discflect
ix0qV-8KoOs,The Original Kan Jam Disc Toss Game with Carry Bag from EastPoint Sports Instructions + Review!,TTPM Toy Reviews,2022-04-14T21:00:17Z,4433,25,5,Discflect / KanJam,kanjam | discflect
TldQRkoLxao,Tabletop Kan Jam,TTPM Toy Reviews,2022-12-26T20:00:05Z,3167,24,0,Discflect / KanJam,kanjam | discflect
FKHDDC76ZLE,2022 PDFA Discflect World Championships | PRO FINALS,Gatekeeper Media,2023-02-18T00:00:11Z,11693,79,45,Discflect / KanJam,kanjam | discflect
cozOFaJLG2s,Ultimate Kan Jam Trick Shot,TailgatingChallenge,2024-06-04T12:30:30Z,1535,6,2,Discflect / KanJam,kanjam | discflect
j3vO-5qG7dk,Making my first shot on my new basketball hoop!!🏀🏀 #blind #basketball #hoops #professional #shorts,Nolan D,2025-05-27T11:05:13Z,6858,46,3,Frisbee Hoops,frisbee hoops
e5B3zKLZ7L4,Frisbee Hula Hoop Target Team Challenge,Tim Mueller,2022-05-15T05:32:07Z,7929,51,0,Frisbee Hoops,frisbee hoops
IVfjTNIuubQ,Disc Golf Ace by Jakson Griffith,Innova Discs,2021-06-13T15:12:29Z,4218220,90223,1438,Frisbee Hoops,frisbee hoops
hIlLjhE6AQU,Incredible Hula Hoop Skills at Shanghai Circus in Branson! 🎪🔥,EnchanterDancer ,2025-03-14T13:05:35Z,455392,2437,17,Frisbee Hoops,frisbee hoops
OwS97YgflPw,Play Frisbee Slam! Can Jam Like Game! Using Hula Hoops! #physicaleducation #adaptedpe,PE Learn & Play,2025-05-02T12:07:44Z,3674,33,NA,Frisbee Hoops,frisbee hoops
53hTqeSOdAY,IMPOSSIBLE Basketball Shot🤯,Jesser,2025-06-11T23:35:32Z,104264916,1672904,2019,Frisbee Hoops,frisbee hoops
UQu1J18yqvM,Greatest Comeback in Disc Golf PIG History?,CDubbs Disc Golf,2023-12-29T00:00:12Z,318,5,0,Frisbee Hoops,frisbee hoops
PvwribnzK_0,52-Foot Basketball Hoop Made from Trash!,WonderBites,2025-04-01T13:48:28Z,27736138,282980,790,Frisbee Hoops,frisbee hoops
C_dsoBOyzpY,Current for vs New Form in disc golf as a beginner. #discgolf #xtep #formchange #discgolfbeginner,JusThrowitDiscGolf,2023-12-20T17:01:03Z,8485,156,11,Frisbee Hoops,frisbee hoops
Em_7VClKJi8,My new favorite hula hoop trick combo | #shorts #hulahoop #hooptricks,Grace Good,2022-09-06T01:59:10Z,11224153,640167,7337,Frisbee Hoops,frisbee hoops
Hj5EUNWnISk,Dropping TWO…DHoops. #trending #discgolf #frisbee #ultimatefrisbee #newsports #physed,Dischoopsusa,2025-09-10T16:06:47Z,22753,47,2,Frisbee Hoops,frisbee hoops
EC97azi7trE,Frisbee + Hula Hoops - Having Fun with Caity Hoops!,Frisbee Rob,2026-02-21T17:31:02Z,48,0,0,Frisbee Hoops,frisbee hoops
FpgK34LvTlE,The Story Behind this Trickshot. #sports #trickshots,Mourek Sports,2024-08-21T17:03:08Z,11288,525,3,Frisbee Hoops,frisbee hoops
eeqHmFYKBKM,Amazing Frisbee Trick Shot!,Colin Amazing,2023-09-21T02:57:14Z,4858015,86315,0,Frisbee Hoops,frisbee hoops
7VZHfTda6vI,Frisbee Trick Shot,Trick Shooter 101,2022-12-27T01:26:56Z,1467,40,3,Frisbee Hoops,frisbee hoops
CXXU8idwdUY,Brodie Smith&#39;s Insane 550-Foot Frisbee Trick Shot! #FrisbeeTrickShots,FactHub,2023-05-26T00:30:05Z,259,4,0,Frisbee Hoops,frisbee hoops
U69q07-7IgA,The World’s Highest Basketball Shot 🏀,Dude Perfect,2023-05-20T15:17:41Z,10970619,532187,5728,Frisbee Hoops,frisbee hoops
Tb_IxcAjoGY,Best Basketball Trick,That's Amazing Shorts,2021-11-17T05:57:03Z,8241893,162341,502,Frisbee Hoops,frisbee hoops
b_FgbcuLvn8,Peppa Pig&#39;s Frisbee Flying Disc Mayhem 🐷 🛸 Playtime With Peppa,Peppa Pig's Big Adventures,2023-10-12T14:00:22Z,5143197,4987,NA,Frisbee Hoops,frisbee hoops
zhkVySuBWCI,Trick Shot Progression,Trick Shooter 101,2025-10-24T21:47:25Z,2396,28,4,Frisbee Hoops,frisbee hoops
fA1GygMfXxQ,Frisbee through Hula hoop| #buckets #hula hoop #shorts,Athletic Bros.,2022-09-02T18:00:25Z,198,11,NA,Frisbee Hoops,frisbee hoops
rYzDRUQp4hg,So smooth….DHoops.  #trending #frisbee #discgolf #physed #ultimatefrisbee #newsports,Dischoopsusa,2025-08-26T23:31:56Z,3200,10,0,Frisbee Hoops,frisbee hoops
Gu0QNwShLqU,Trick Shot,Trick Shooter 101,2022-11-20T17:36:46Z,4414,116,5,Frisbee Hoops,frisbee hoops
5FzQXSO9ZG8,Frisbee through hoola hoop,4 legends,2022-05-18T03:03:51Z,2526,71,2,Frisbee Hoops,frisbee hoops
wlLRxo9TWv8,Caitlin’s shot at the end 👀💰,Dude Perfect,2025-05-31T07:34:24Z,18656591,303995,639,Frisbee Hoops,frisbee hoops
ejBZquXN3y4,Beersbee® - Polish Horseshoes Game Set - How to play video! #fyp,beersbee.sports,2024-05-17T04:57:43Z,2875,17,0,BeersBee,beersbee | polish horseshoes frisbee
w8gCa8zsW4w,Bottle Bash - The original creators of Beersbee Polish Horseshoes - Frisbee game.,poleishsports,2021-09-13T17:40:49Z,2049,2,0,BeersBee,beersbee | polish horseshoes frisbee
zZChzj81lXQ,Beersbee Win!,Outdoorser,2022-10-24T11:54:54Z,752,2,0,BeersBee,beersbee | polish horseshoes frisbee
